Team,3rd Att,3rd Md,4th Att,4th Md,Rec 1st,Rec 1st%,Rush 1st,Rush 1st%,Scrm Plys,Year
Giants,0,0,0,0,0,0,0,0,1056,1987
Saints,0,0,0,0,0,0,0,0,924,1987
Patriots,0,0,0,0,0,0,0,0,1053,1987
Vikings,0,0,0,0,0,0,0,0,979,1987
Dolphins,0,0,0,0,0,0,0,0,1013,1987
Raiders,0,0,0,0,0,0,0,0,938,1987
Rams,0,0,0,0,0,0,0,0,961,1987
Chiefs,0,0,0,0,0,0,0,0,1045,1987
Colts,0,0,0,0,0,0,0,0,1003,1987
Oilers,0,0,0,0,0,0,0,0,976,1987
Packers,0,0,0,0,0,0,0,0,1024,1987
Lions,0,0,0,0,0,0,0,0,1005,1987
Broncos,0,0,0,0,0,0,0,0,941,1987
Cowboys,0,0,0,0,0,0,0,0,1012,1987
Browns,0,0,0,0,0,0,0,0,902,1987
Bengals,0,0,0,0,0,0,0,0,937,1987
Bears,0,0,0,0,0,0,0,0,989,1987
Bills,0,0,0,0,0,0,0,0,1022,1987
Falcons,0,0,0,0,0,0,0,0,1070,1987
Redskins,0,0,0,0,0,0,0,0,982,1988
Buccaneers,0,0,0,0,0,0,0,0,1025,1988
Seahawks,0,0,0,0,0,0,0,0,1040,1988
49ers,0,0,0,0,0,0,0,0,1013,1988
Chargers,0,0,0,0,0,0,0,0,1072,1988
Steelers,0,0,0,0,0,0,0,0,1067,1988
Cardinals,0,0,0,0,0,0,0,0,1014,1988
Eagles,0,0,0,0,0,0,0,0,1086,1988
Jets,0,0,0,0,0,0,0,0,1038,1988
Giants,0,0,0,0,0,0,0,0,1072,1988
Saints,0,0,0,0,0,0,0,0,978,1988
Patriots,0,0,0,0,0,0,0,0,961,1988
Vikings,0,0,0,0,0,0,0,0,952,1988
Dolphins,0,0,0,0,0,0,0,0,1072,1988
Raiders,0,0,0,0,0,0,0,0,1056,1988
Rams,0,0,0,0,0,0,0,0,1041,1988
Chiefs,0,0,0,0,0,0,0,0,1042,1988
Colts,0,0,0,0,0,0,0,0,1016,1988
Oilers,0,0,0,0,0,0,0,0,985,1988
Packers,0,0,0,0,0,0,0,0,1018,1988
Lions,0,0,0,0,0,0,0,0,1071,1988
Broncos,0,0,0,0,0,0,0,0,1055,1988
Cowboys,0,0,0,0,0,0,0,0,1023,1988
Browns,0,0,0,0,0,0,0,0,1009,1988
Bengals,0,0,0,0,0,0,0,0,1059,1988
Bears,0,0,0,0,0,0,0,0,977,1988
Bills,0,0,0,0,0,0,0,0,971,1988
Falcons,0,0,0,0,0,0,0,0,1052,1988
Redskins,0,0,0,0,0,0,0,0,954,1989
Buccaneers,0,0,0,0,0,0,0,0,1027,1989
Seahawks,0,0,0,0,0,0,0,0,997,1989
49ers,0,0,0,0,0,0,0,0,979,1989
Chargers,0,0,0,0,0,0,0,0,1040,1989
Steelers,0,0,0,0,0,0,0,0,1077,1989
Cardinals,0,0,0,0,0,0,0,0,1100,1989
Eagles,0,0,0,0,0,0,0,0,1017,1989
Jets,0,0,0,0,0,0,0,0,1059,1989
Giants,0,0,0,0,0,0,0,0,946,1989
Saints,0,0,0,0,0,0,0,0,997,1989
Patriots,0,0,0,0,0,0,0,0,975,1989
Vikings,0,0,0,0,0,0,0,0,1021,1989
Dolphins,0,0,0,0,0,0,0,0,1045,1989
Raiders,0,0,0,0,0,0,0,0,1045,1989
Rams,0,0,0,0,0,0,0,0,1023,1989
Chiefs,0,0,0,0,0,0,0,0,952,1989
Colts,0,0,0,0,0,0,0,0,1109,1989
Oilers,0,0,0,0,0,0,0,0,940,1989
Packers,0,0,0,0,0,0,0,0,970,1989
Lions,0,0,0,0,0,0,0,0,1064,1989
Broncos,0,0,0,0,0,0,0,0,977,1989
Cowboys,0,0,0,0,0,0,0,0,1060,1989
Browns,0,0,0,0,0,0,0,0,1031,1989
Bengals,0,0,0,0,0,0,0,0,997,1989
Bears,0,0,0,0,0,0,0,0,1039,1989
Bills,0,0,0,0,0,0,0,0,1030,1989
Falcons,0,0,0,0,0,0,0,0,1040,1989
Redskins,0,0,0,0,0,0,0,0,941,1990
Buccaneers,0,0,0,0,0,0,0,0,1001,1990
Seahawks,0,0,0,0,0,0,0,0,950,1990
49ers,0,0,0,0,0,0,0,0,919,1990
Chargers,0,0,0,0,0,0,0,0,931,1990
Steelers,0,0,0,0,0,0,0,0,940,1990
Cardinals,0,0,0,0,0,0,0,0,959,1990
Eagles,0,0,0,0,0,0,0,0,948,1990
Jets,0,0,0,0,0,0,0,0,977,1990
Giants,0,0,0,0,0,0,0,0,914,1990
Saints,0,0,0,0,0,0,0,0,986,1990
Patriots,0,0,0,0,0,0,0,0,972,1990
Vikings,0,0,0,0,0,0,0,0,972,1990
Dolphins,0,0,0,0,0,0,0,0,968,1990
Raiders,0,0,0,0,0,0,0,0,924,1990
Rams,0,0,0,0,0,0,0,0,949,1990
Chiefs,0,0,0,0,0,0,0,0,945,1990
Colts,0,0,0,0,0,0,0,0,1034,1990
Oilers,0,0,0,0,0,0,0,0,890,1990
Packers,0,0,0,0,0,0,0,0,981,1990
Lions,0,0,0,0,0,0,0,0,1080,1990
Broncos,0,0,0,0,0,0,0,0,969,1990
Cowboys,0,0,0,0,0,0,0,0,988,1990
Browns,0,0,0,0,0,0,0,0,987,1990
Bengals,0,0,0,0,0,0,0,0,1010,1990
Bears,0,0,0,0,0,0,0,0,927,1990
Bills,0,0,0,0,0,0,0,0,981,1990
Falcons,0,0,0,0,0,0,0,0,983,1990
Redskins,206,70,23,8,151,51.7,72,20.7,946,1991
Buccaneers,209,79,13,6,147,57.2,120,23.4,989,1991
Seahawks,220,78,20,9,159,53.7,91,20.9,988,1991
49ers,201,71,17,9,155,58.1,86,21.6,929,1991
Chargers,189,68,8,6,181,60.3,94,21.9,961,1991
Steelers,218,94,9,4,194,58.1,98,21,1039,1991
Cardinals,190,76,7,5,156,58.2,132,26.8,965,1991
Eagles,208,62,13,2,133,64.6,53,13.8,905,1991
Jets,193,71,19,10,185,55.9,94,24.8,954,1991
Giants,191,67,9,6,138,55,103,24.9,888,1991
Saints,188,49,13,4,139,53.7,63,18.9,875,1991
Patriots,228,95,14,4,199,59.4,94,20.4,1050,1991
Vikings,215,97,12,6,172,60.1,106,23.2,988,1991
Dolphins,210,103,10,6,177,59,133,26.7,1019,1991
Raiders,211,94,19,10,176,59.7,108,24.2,1002,1991
Rams,184,73,8,5,162,62.5,105,22.4,920,1991
Chiefs,191,76,18,11,168,60.2,88,21.1,927,1991
Colts,199,98,11,7,152,63.3,140,25.7,961,1991
Oilers,219,88,19,9,163,52.6,94,23.1,984,1991
Packers,220,85,19,10,177,58,99,21.7,1033,1991
Lions,203,80,20,9,189,60,93,20.9,1008,1991
Broncos,206,64,17,7,147,59.8,81,19.7,939,1991
Cowboys,194,76,17,7,180,56.3,103,25.8,963,1991
Browns,215,97,17,9,179,57.4,100,22.4,1004,1991
Bengals,194,86,8,4,191,63,100,22,980,1991
Bears,208,69,21,10,164,57.3,77,19.8,942,1991
Bills,218,74,20,8,166,55.5,138,26.6,1086,1991
Falcons,210,82,9,2,157,62.3,94,20.2,976,1991
Redskins,202,72,19,9,138,53.5,89,21.9,911,1992
Buccaneers,212,92,12,7,175,59.7,100,22.7,985,1992
Seahawks,230,75,9,6,129,51.4,96,18.7,987,1992
49ers,199,75,17,8,174,54.4,90,25.6,943,1992
Chargers,200,73,12,3,157,57.9,80,21.9,907,1992
Steelers,195,65,17,5,146,57.9,99,22.8,949,1992
Cardinals,185,67,5,2,163,59.1,101,23.2,915,1992
Eagles,222,74,20,13,146,55.5,73,18.9,959,1992
Jets,201,72,14,7,146,56.8,110,23.9,961,1992
Giants,180,76,15,4,155,57.4,115,25.1,923,1992
Saints,209,71,18,8,146,50.9,86,22.6,949,1992
Patriots,214,77,15,6,149,57.8,112,21.5,1000,1992
Vikings,207,79,14,4,154,48.1,113,25.8,997,1992
Dolphins,217,88,20,7,168,57.1,92,21.5,976,1992
Raiders,219,72,22,10,135,55.6,104,21.8,974,1992
Rams,204,91,5,2,175,57.4,130,27.8,1005,1992
Chiefs,205,73,11,6,145,57.3,97,22,949,1992
Colts,197,70,15,6,164,63.1,129,26.1,1004,1992
Oilers,194,68,14,7,139,56,93,22.6,907,1992
Packers,189,71,16,7,170,61.4,89,21.9,923,1992
Lions,200,84,9,4,168,56.8,119,25.9,976,1992
Broncos,222,81,13,5,156,58.2,105,21.5,1001,1992
Cowboys,184,50,15,7,147,55.9,68,19.7,873,1992
Browns,205,76,14,7,170,58.4,86,20,963,1992
Bengals,216,99,18,10,168,58.3,126,25.7,1024,1992
Bears,194,69,20,9,144,55.2,109,23.3,953,1992
Bills,218,84,14,7,185,60.7,77,18,991,1992
Falcons,189,81,6,1,172,62.1,109,23.5,934,1992
Redskins,215,92,15,5,157,54,127,24.8,1027,1993
Buccaneers,224,85,16,5,152,50.7,109,22.8,1011,1993
Seahawks,229,91,13,6,193,58,106,23.5,1085,1993
49ers,214,87,20,9,171,54.5,109,27,1012,1993
Chargers,210,83,8,4,192,58.4,86,20.8,1002,1993
Steelers,201,68,10,4,163,58.8,74,18.5,962,1993
Cardinals,206,76,5,1,158,56.2,106,24.5,962,1993
Eagles,205,66,20,15,155,61.8,91,19.5,966,1993
Jets,200,81,19,9,161,54.4,93,22.1,949,1993
Giants,196,67,23,12,161,54,89,22.5,950,1993
Saints,227,92,16,9,145,56,116,22.6,1008,1993
Patriots,231,96,13,5,161,57.5,97,19.2,1013,1993
Vikings,207,81,6,3,139,44.8,98,23.6,938,1993
Dolphins,229,103,10,3,205,58.6,103,22.4,1061,1993
Raiders,204,74,9,5,154,59.7,111,22.5,996,1993
Rams,218,102,17,10,179,59.9,117,24.4,1003,1993
Chiefs,210,86,13,3,161,51.6,103,22.7,1013,1993
Colts,206,85,12,8,166,61.5,151,26.3,1050,1993
Oilers,208,64,24,12,184,60.9,73,19.8,1003,1993
Packers,217,70,19,3,157,54.1,88,20.8,999,1993
Lions,225,92,11,7,154,49.8,108,24.9,990,1993
Broncos,215,71,17,8,181,57.6,86,21.7,1005,1993
Cowboys,219,87,17,6,176,52.7,94,22.2,1012,1993
Browns,231,88,13,6,170,55.6,94,20.8,1040,1993
Bengals,212,85,11,7,159,63.3,134,25.7,1000,1993
Bears,214,80,15,6,163,53.3,112,23.5,1026,1993
Bills,235,107,18,6,199,61.6,114,22.8,1119,1993
Falcons,200,73,16,7,180,58.4,79,18.9,951,1993
Redskins,223,87,10,5,182,60.7,129,23.2,1080,1994
Buccaneers,214,94,12,4,179,59.1,100,21.4,986,1994
Seahawks,224,83,20,8,178,56.9,122,23.9,1077,1994
49ers,221,87,19,11,182,55.3,82,21.9,996,1994
Chargers,210,77,25,13,191,52.6,89,23.1,1005,1994
Steelers,225,72,19,11,156,55.7,76,18.1,1008,1994
Cardinals,187,52,10,4,144,61.5,71,17.4,909,1994
Eagles,214,78,9,4,151,60.2,94,20.9,981,1994
Jets,208,83,24,12,189,56.8,105,22.7,1014,1994
Giants,209,86,13,5,166,57.4,92,20.6,973,1994
Saints,210,91,19,11,208,58.9,106,23.1,1053,1994
Patriots,215,72,16,6,173,58.1,86,20.4,1006,1994
Vikings,215,78,15,7,195,53,65,18.3,988,1994
Dolphins,197,76,22,8,195,58.4,85,21.6,1000,1994
Raiders,233,90,24,15,176,57.5,94,21.2,1046,1994
Rams,221,101,11,5,198,61.9,103,20.8,1063,1994
Chiefs,212,80,14,8,164,54.7,93,20.9,989,1994
Colts,251,115,23,13,192,54.2,98,21.2,1090,1994
Oilers,219,80,10,3,132,59.7,112,20.7,971,1994
Packers,222,79,18,9,182,54,82,21.5,1023,1994
Lions,231,112,20,10,169,45.7,131,25.6,1086,1994
Broncos,217,86,10,3,182,56.5,103,23.8,1023,1994
Cowboys,229,91,17,8,157,58.4,86,19.7,1006,1994
Browns,242,83,18,7,173,53.2,98,21.1,1090,1994
Bengals,231,92,8,4,168,57.1,126,24.4,1053,1994
Bears,218,81,17,8,163,55.3,100,23.1,982,1994
Bills,217,91,18,12,199,63.4,82,18.3,1007,1994
Falcons,205,84,20,9,201,55.2,107,25.1,1038,1994
Redskins,220,100,16,12,182,53.8,127,26.3,1059,1995
Buccaneers,211,93,7,4,202,58.4,104,23.2,1031,1995
Seahawks,218,81,18,10,181,58.4,116,23.4,1078,1995
49ers,224,85,23,9,192,58.2,57,16.4,999,1995
Chargers,214,90,11,6,178,55.5,112,25.4,1020,1995
Steelers,202,68,13,8,181,57.6,67,18.1,943,1995
Cardinals,203,90,8,3,180,68.2,105,20.9,995,1995
Eagles,220,84,17,12,154,57.5,102,21.9,1013,1995
Jets,225,75,14,9,149,56.7,123,23.4,1066,1995
Giants,213,89,21,14,187,62.5,120,24,1037,1995
Saints,222,97,13,8,195,59.3,107,22.8,1056,1995
Patriots,215,80,13,7,181,52.9,106,23.7,1034,1995
Vikings,224,93,11,7,212,57.5,75,21.3,1016,1995
Dolphins,199,68,32,15,192,58.7,93,22.4,1000,1995
Raiders,210,69,17,6,177,58.8,90,20.2,1016,1995
Rams,204,85,8,5,178,55.6,101,24.6,980,1995
Chiefs,229,78,18,7,178,54.1,83,20.5,1047,1995
Jaguars,222,107,16,10,177,58.2,121,24,1030,1995
Colts,212,85,14,7,182,54.2,92,22,1016,1995
Oilers,212,71,15,5,157,54.3,85,21.3,983,1995
Packers,214,75,26,12,188,53.6,99,26.5,1029,1995
Lions,200,76,16,10,201,56.8,110,26.9,1031,1995
Broncos,212,92,21,10,186,62.6,114,25.3,1010,1995
Cowboys,216,97,19,8,165,56.3,113,25.6,1001,1995
Browns,226,112,14,7,200,55.6,112,23.3,1082,1995
Bengals,243,107,15,8,215,59.1,117,24.2,1127,1995
Bears,217,101,17,10,212,56.7,81,20,1035,1995
Panthers,240,98,12,7,175,56.5,99,22,1072,1995
Bills,244,84,23,13,180,58.1,93,20.5,1084,1995
Falcons,231,95,28,18,230,56.8,96,23.8,1084,1995
Redskins,228,100,15,10,191,58.8,146,28.1,1114,1996
Buccaneers,214,87,13,10,156,50.2,114,26,976,1996
Seahawks,211,80,15,7,181,59.7,114,22.5,1066,1996
49ers,232,78,20,9,164,57.1,76,18.2,1021,1996
Chargers,243,102,19,9,199,53.9,92,21.3,1100,1996
Steelers,213,77,11,4,174,54,80,19.5,1009,1996
Cardinals,218,90,10,5,192,61.7,120,23.3,1062,1996
Eagles,215,84,14,5,150,55.4,87,20.7,961,1996
Jets,215,86,12,7,157,61.1,119,22.1,1023,1996
Giants,222,76,18,7,174,54.9,98,20.1,1050,1996
Saints,232,85,16,9,152,56.9,104,20,1027,1996
Patriots,228,82,22,12,178,55.3,102,23.5,1063,1996
Vikings,211,70,17,10,169,53.8,117,26.3,1025,1996
Dolphins,193,65,24,11,191,56.7,91,22.1,987,1996
Raiders,217,74,14,7,162,57,97,21,1010,1996
Rams,226,95,21,13,191,56,114,23.8,1068,1996
Chiefs,218,92,10,3,184,63.7,84,19,1008,1996
Jaguars,211,93,8,3,180,62.1,110,24.6,992,1996
Colts,221,88,15,11,189,59.4,108,23.5,1022,1996
Oilers,199,70,12,4,169,54.2,78,19.6,956,1996
Packers,226,74,22,14,151,53.4,74,18.5,981,1996
Lions,220,95,15,8,172,55.3,126,24.7,1044,1996
Broncos,217,78,16,7,165,54.6,67,19.4,951,1996
Cowboys,212,73,20,12,144,53.1,89,20.4,958,1996
Bengals,214,94,13,8,196,61.4,109,24.5,1047,1996
Bears,206,79,14,8,183,58.3,87,20.4,981,1996
Panthers,219,71,22,7,167,54.4,69,18.4,990,1996
Bills,259,92,17,5,168,57.5,94,19,1105,1996
Ravens,224,108,13,7,213,60.9,115,22.6,1075,1996
Falcons,206,87,6,2,182,60.3,102,21.6,994,1996
Redskins,237,79,21,12,149,55.8,129,25.4,1058,1997
Buccaneers,220,75,17,11,155,47.7,96,22.9,982,1997
Seahawks,198,66,16,8,166,60.1,96,21.1,959,1997
49ers,219,76,21,12,145,56.2,67,17.4,949,1997
Chargers,221,85,18,7,181,60.9,92,20.3,1048,1997
Steelers,228,102,13,7,177,60,82,20.3,1005,1997
Cardinals,222,76,11,6,167,59.9,112,21.4,1049,1997
Eagles,217,80,14,8,150,57.9,115,24.2,1009,1997
Jets,228,72,21,8,177,58.2,103,21.9,1057,1997
Giants,227,78,20,7,195,60,82,19,1082,1997
Saints,252,102,12,7,168,57.3,95,19.2,1073,1997
Patriots,233,90,30,16,183,49.7,114,26.1,1100,1997
Vikings,212,88,18,9,195,58,104,23.5,1028,1997
Dolphins,215,92,18,7,176,53.5,106,23.9,1004,1997
Raiders,236,92,14,7,199,61.4,121,23,1108,1997
Rams,215,76,11,5,177,61.5,84,19.1,1021,1997
Chiefs,206,65,13,4,158,58.3,94,22.8,974,1997
Jaguars,226,102,23,12,190,59.4,107,23.5,1035,1997
Colts,199,83,14,4,164,62.8,95,21.7,928,1997
Oilers,205,80,20,9,193,60.1,79,19.1,992,1997
Packers,232,77,24,12,156,54.2,105,23.7,1047,1997
Lions,236,85,11,5,152,54.1,98,20.8,1021,1997
Broncos,207,65,19,8,145,50,83,21.8,951,1997
Cowboys,233,89,11,5,139,54.9,104,20.4,1022,1997
Bengals,227,102,16,11,188,60.8,141,27.4,1091,1997
Bears,189,60,9,3,156,57.1,97,23,935,1997
Panthers,222,82,18,6,163,62.7,112,22.5,1023,1997
Bills,240,85,16,7,160,55.7,85,17.2,1041,1997
Ravens,234,94,14,7,180,54.2,101,21.4,1069,1997
Falcons,213,78,12,10,180,65.5,76,18.6,960,1997
Redskins,231,88,15,6,152,54.1,127,23.9,1057,1998
Buccaneers,202,64,14,3,148,54,75,18.1,925,1998
Seahawks,236,92,20,8,197,57.4,111,22.8,1137,1998
49ers,213,73,17,7,178,60.5,91,23,1012,1998
Chargers,227,68,13,6,149,55,72,17.1,991,1998
Steelers,236,89,18,8,155,57.8,88,18.4,1002,1998
Cardinals,210,78,18,11,177,59.2,117,23.8,1049,1998
Eagles,230,85,12,7,133,53.4,125,23.7,1019,1998
Jets,222,79,22,12,150,52.6,87,21.8,980,1998
Giants,234,88,18,7,163,57.8,103,21.6,1051,1998
Saints,226,99,9,4,208,63.4,86,18.4,1053,1998
Patriots,230,98,14,4,208,61.9,76,17,1053,1998
Vikings,203,69,32,17,171,53.4,102,25.2,997,1998
Dolphins,213,70,11,6,148,58.7,75,19,944,1998
Raiders,224,59,20,9,150,51.5,95,19.7,1020,1998
Rams,221,83,9,3,161,62.9,92,19.2,1004,1998
Chiefs,204,69,12,6,146,56.4,119,24.2,1010,1998
Jaguars,222,81,20,10,178,54.8,108,24,1057,1998
Colts,208,89,9,3,181,65.8,131,24.1,1043,1998
Oilers,201,76,16,3,170,53.3,81,19.6,955,1998
Packers,233,92,17,5,166,56.1,67,17.2,980,1998
Lions,217,89,7,5,167,58.8,113,23.2,1004,1998
Broncos,225,88,19,10,183,53,80,22.5,999,1998
Cowboys,210,71,20,5,162,55.9,84,20.9,988,1998
Bengals,200,89,9,4,152,65.2,142,25.4,992,1998
Bears,196,80,6,3,155,53.1,121,25.3,963,1998
Panthers,211,88,9,5,197,66.1,95,19.3,1029,1998
Bills,207,80,18,10,168,57.1,79,21.1,950,1998
Ravens,237,93,11,4,180,57,90,19.1,1050,1998
Falcons,201,72,19,9,172,55.3,65,18,950,1998
Redskins,232,91,21,11,193,58.8,107,24.4,1068,1999
Buccaneers,232,75,13,4,144,47.7,75,20.8,977,1999
Seahawks,239,89,18,8,183,57.2,107,22.1,1104,1999
49ers,202,81,11,7,192,60.6,91,21.4,979,1999
Chargers,229,84,11,6,181,57.5,77,17.8,1022,1999
Steelers,203,64,16,8,142,58,92,20.4,953,1999
Cardinals,232,94,15,4,157,53.4,128,23.6,1068,1999
Eagles,233,88,15,9,171,53.1,125,24.1,1124,1999
Jets,221,90,13,6,180,56.4,97,22.6,1030,1999
Giants,219,74,17,5,170,57.6,81,18.1,990,1999
Saints,204,79,11,8,170,58.4,105,24.3,966,1999
Patriots,231,81,18,5,154,52.6,106,21.8,1048,1999
Vikings,227,89,15,8,213,57.1,83,20.1,1065,1999
Dolphins,208,60,16,8,145,56.6,79,19.1,936,1999
