Team,FF,FR,FR TD,Rec FUM,Rush FUM,Year,INT,INT TD,INT Yds,Lng
Steelers,29,15,1,3,9,2005,15,0,179,55
Cardinals,24,11,0,5,7,2005,15,3,285,60T
Eagles,25,10,1,7,3,2005,17,1,195,40T
Jets,24,7,1,4,6,2005,21,2,279,74T
Giants,29,19,1,9,10,2005,17,1,354,71
Saints,19,9,0,1,7,2005,10,0,182,51
Patriots,13,8,0,2,2,2005,10,2,85,39T
Vikings,21,11,0,4,8,2005,24,3,392,92T
Dolphins,35,17,1,6,9,2005,14,0,136,37
Raiders,22,14,1,3,8,2005,5,0,38,33
Rams,27,14,0,4,8,2005,13,2,364,85T
Chiefs,33,15,1,2,14,2005,16,1,232,57T
Jaguars,21,9,0,2,4,2005,19,2,184,41T
Colts,32,13,2,3,7,2005,18,2,259,36
Texans,24,9,0,3,7,2005,7,0,46,29
Titans,20,11,2,0,8,2005,9,2,129,52T
Packers,32,11,0,3,11,2005,10,2,205,95T
Lions,24,12,1,5,11,2005,19,2,308,64T
Broncos,29,16,0,7,7,2005,20,3,379,80T
Cowboys,21,11,0,4,6,2005,15,2,187,58T
Browns,21,8,0,5,8,2005,15,0,130,37
Bengals,30,13,0,5,13,2005,31,1,260,37
Bears,26,10,0,5,10,2005,24,4,524,95
Panthers,25,19,1,4,5,2005,23,2,440,61T
Bills,23,13,0,5,5,2005,17,1,233,46T
Redskins,15,6,0,2,7,2006,6,0,25,25
Buccaneers,25,9,0,5,10,2006,11,3,226,66T
Seahawks,34,14,1,5,11,2006,12,1,124,37
49ers,23,13,1,6,6,2006,14,1,178,43
Chargers,28,12,3,4,8,2006,16,0,140,35
Steelers,15,9,0,4,7,2006,20,2,272,49
Cardinals,28,17,2,6,15,2006,16,1,350,99T
Eagles,25,10,1,5,10,2006,19,4,428,102T
Jets,17,9,1,4,4,2006,16,0,56,25
Giants,23,11,0,5,8,2006,17,2,305,96T
Saints,21,8,0,2,9,2006,11,0,106,54
Patriots,24,13,0,2,8,2006,22,0,262,70
Vikings,25,15,2,7,7,2006,21,3,243,47T
Dolphins,35,19,1,4,10,2006,8,2,116,51T
Raiders,16,5,2,1,8,2006,18,2,206,100T
Rams,24,15,1,1,13,2006,17,1,164,38T
Chiefs,29,15,0,8,7,2006,15,0,124,30
Jaguars,12,4,0,2,6,2006,20,1,280,55T
Colts,28,11,1,1,9,2006,15,0,157,38
Texans,15,11,2,5,8,2006,11,1,78,21
Titans,17,11,3,5,5,2006,17,2,282,83T
Packers,29,10,1,6,8,2006,23,4,289,55T
Lions,28,18,0,7,8,2006,12,1,160,88T
Broncos,28,13,0,5,9,2006,17,2,244,70T
Cowboys,26,13,1,3,9,2006,18,3,234,41T
Browns,13,9,1,1,10,2006,18,1,256,57T
Bengals,24,12,0,4,10,2006,19,1,248,52T
Bears,32,20,2,7,9,2006,24,1,279,54T
Panthers,22,8,0,2,9,2006,14,2,115,30T
Bills,26,11,2,4,6,2006,13,2,203,76
Redskins,18,10,0,9,6,2007,14,2,301,61T
Buccaneers,27,19,1,7,11,2007,16,1,89,29T
Seahawks,25,14,1,5,9,2007,20,1,299,84T
49ers,12,9,1,5,2,2007,12,0,138,62
Chargers,19,18,3,1,8,2007,30,2,311,70T
Steelers,25,14,0,7,11,2007,11,2,234,51T
Cardinals,14,11,0,5,9,2007,18,6,551,71T
Eagles,10,8,0,2,4,2007,11,0,111,49
Jets,10,6,1,2,3,2007,15,0,110,36
Giants,16,10,2,5,7,2007,15,3,204,43T
Saints,17,10,2,6,12,2007,13,3,267,75T
Patriots,20,12,3,3,3,2007,19,3,288,65T
Vikings,22,16,2,9,15,2007,15,6,298,93T
Dolphins,14,8,1,4,3,2007,14,1,160,36T
Raiders,13,8,0,2,10,2007,18,2,321,66T
Rams,17,9,0,6,6,2007,18,2,200,52T
Chiefs,14,8,1,5,6,2007,14,0,142,37
Jaguars,15,9,1,3,4,2007,20,2,237,39T
Colts,20,15,1,5,10,2007,22,1,355,83T
Texans,18,14,3,7,6,2007,11,0,75,33
Titans,16,12,0,5,8,2007,22,2,358,76T
Packers,13,9,3,2,5,2007,19,1,233,46T
Lions,25,18,1,7,13,2007,17,3,362,66T
Broncos,21,15,2,4,13,2007,14,0,105,37
Cowboys,20,10,1,3,5,2007,19,2,331,70
Browns,12,10,0,3,7,2007,17,1,216,100T
Bengals,16,15,2,2,13,2007,19,1,220,44
Bears,24,17,0,5,15,2007,16,1,235,85T
Panthers,18,16,1,7,14,2007,14,1,163,73T
Bills,12,12,1,4,11,2007,18,2,193,38
Ravens,11,6,0,2,2,2007,17,1,212,35T
Falcons,16,11,1,3,4,2007,16,0,174,33
Redskins,11,5,0,4,8,2008,13,0,114,42
Buccaneers,12,8,1,3,7,2008,22,3,396,84
Seahawks,22,11,1,4,8,2008,9,2,217,75T
49ers,12,6,0,3,8,2008,12,1,139,86T
Chargers,13,9,1,6,3,2008,15,2,167,59T
Steelers,12,9,1,1,3,2008,20,2,290,89
Cardinals,20,17,1,5,10,2008,13,2,321,99T
Eagles,21,14,3,5,8,2008,15,2,279,55T
Jets,29,16,2,10,8,2008,14,3,282,92T
Giants,15,5,0,4,5,2008,17,2,339,57
Saints,10,7,0,2,7,2008,15,0,188,42
Patriots,13,8,0,4,3,2008,14,0,104,47
Vikings,22,13,2,7,11,2008,12,0,56,28
Dolphins,17,12,0,5,9,2008,18,2,214,55
Raiders,15,8,0,4,8,2008,16,0,145,44
Rams,18,14,1,8,8,2008,12,0,162,43
Chiefs,20,16,1,7,16,2008,13,2,275,91T
Jaguars,11,4,1,1,3,2008,13,2,220,72T
Colts,22,11,2,5,7,2008,15,2,204,85T
Texans,15,10,0,6,7,2008,12,1,178,44T
Titans,23,11,0,6,9,2008,20,3,351,99T
Packers,14,6,1,5,9,2008,22,6,685,99T
Lions,22,16,1,3,11,2008,4,0,16,18
Broncos,9,7,2,3,7,2008,6,0,63,34
Cowboys,17,14,0,5,12,2008,8,1,36,23T
Browns,11,8,0,2,9,2008,23,2,406,98
Bengals,13,12,2,5,10,2008,12,1,236,50T
Bears,8,10,2,5,3,2008,22,1,312,50
Panthers,17,13,2,6,4,2008,12,0,192,44
Bills,15,12,0,6,6,2008,10,3,217,64T
Ravens,13,8,1,5,5,2008,26,5,477,107T
Falcons,10,8,0,1,6,2008,10,2,233,95T
Redskins,17,6,0,1,10,2009,11,0,185,44
Buccaneers,10,10,0,1,7,2009,19,2,275,36
Seahawks,13,10,1,0,7,2009,13,2,164,65T
49ers,23,15,2,8,7,2009,18,1,237,51
Chargers,18,10,2,2,11,2009,14,1,173,34
Steelers,14,10,1,3,4,2009,12,2,189,82T
Cardinals,12,8,0,3,6,2009,21,1,338,80
Eagles,15,13,2,2,8,2009,25,2,370,83T
Jets,15,14,1,2,6,2009,17,1,247,67T
Giants,20,11,1,3,6,2009,13,2,221,49
Saints,15,13,3,5,3,2009,26,5,652,99T
Patriots,18,10,0,7,9,2009,18,3,327,91T
Vikings,23,13,1,8,8,2009,11,0,43,36
Dolphins,14,6,1,1,5,2009,15,1,164,29
Raiders,13,12,0,3,12,2009,8,0,35,20
Rams,14,11,0,7,7,2009,8,1,102,36T
Chiefs,11,13,1,5,5,2009,15,2,380,94
Jaguars,15,10,0,3,15,2009,15,0,208,37
Colts,14,9,0,5,5,2009,16,2,167,35T
Texans,13,13,1,6,10,2009,14,1,212,70T
Titans,13,7,0,3,7,2009,20,4,433,80
Packers,12,10,1,4,10,2009,30,3,477,67
Lions,18,13,1,3,9,2009,9,2,210,101T
Broncos,20,13,2,4,13,2009,17,0,171,37
Cowboys,17,10,0,4,7,2009,11,1,33,27T
Browns,11,9,0,1,9,2009,10,0,161,47
Bengals,11,6,1,4,6,2009,19,2,259,45T
Bears,23,15,0,9,10,2009,13,1,144,39
Panthers,22,15,0,6,10,2009,22,1,235,41
Bills,13,5,0,2,6,2009,28,2,335,76T
Ravens,15,10,1,6,5,2009,22,2,346,52T
Falcons,20,13,2,4,12,2009,15,1,158,62T
Redskins,19,13,1,6,7,2010,14,1,199,92T
Buccaneers,12,9,0,2,7,2010,19,3,339,64
Seahawks,16,10,0,4,7,2010,12,2,168,34
49ers,13,7,0,4,4,2010,15,3,239,62T
Chargers,11,6,0,5,2,2010,16,3,240,41T
Steelers,24,14,0,4,5,2010,21,3,248,79T
Cardinals,13,13,4,4,10,2010,17,3,424,66T
Eagles,11,11,1,2,7,2010,23,1,182,40T
Jets,17,18,0,2,12,2010,12,3,214,66
Giants,34,23,0,9,5,2010,16,0,110,36
Saints,25,16,0,10,8,2010,9,2,196,96T
Patriots,11,13,1,3,9,2010,25,4,419,59T
Vikings,12,10,1,3,7,2010,15,1,152,41
Dolphins,13,8,1,1,4,2010,11,0,66,21
Raiders,15,12,1,2,6,2010,12,2,105,30T
Rams,23,12,0,5,5,2010,14,0,161,34
Chiefs,18,9,0,2,9,2010,14,3,204,54T
Jaguars,8,5,0,4,4,2010,13,0,105,47
Colts,12,11,1,5,7,2010,10,2,206,44
Texans,11,5,0,3,5,2010,13,0,90,23
Titans,17,8,0,3,11,2010,17,1,198,41T
Packers,15,8,1,5,6,2010,24,3,318,64
Lions,21,15,1,8,8,2010,14,2,194,42T
Broncos,13,8,1,1,13,2010,10,0,118,36
Cowboys,14,10,1,3,9,2010,20,3,302,101T
Browns,9,9,1,1,4,2010,19,2,320,64T
Bengals,12,10,1,5,8,2010,16,1,200,56
Bears,23,14,0,6,15,2010,21,1,332,56
Panthers,14,12,0,5,9,2010,17,1,285,66
Bills,15,11,1,4,10,2010,11,2,210,56
Ravens,15,8,0,7,10,2010,19,3,289,44
Falcons,14,9,1,4,8,2010,22,2,337,40
Redskins,17,8,0,5,5,2011,13,1,127,30
Buccaneers,13,10,1,3,10,2011,14,3,195,43
Seahawks,13,9,0,5,4,2011,22,4,462,94T
49ers,19,15,0,5,10,2011,23,1,284,48
Chargers,7,4,1,3,3,2011,17,1,260,64
Steelers,10,4,1,1,2,2011,11,0,99,33
Cardinals,12,9,0,3,3,2011,10,0,117,49
Eagles,10,9,3,3,5,2011,15,1,192,35
Jets,19,12,0,2,10,2011,19,2,378,100T
Giants,13,11,1,1,10,2011,20,0,157,31
Saints,17,7,2,5,7,2011,9,1,80,42T
Patriots,10,11,1,0,10,2011,23,2,296,38
Vikings,19,15,0,5,5,2011,8,0,152,52
Dolphins,9,3,0,1,9,2011,16,1,256,55
Raiders,7,8,1,3,3,2011,18,0,252,73
Rams,16,6,0,2,12,2011,12,1,169,51
Chiefs,13,6,0,1,8,2011,20,2,283,59T
Jaguars,19,11,3,1,7,2011,17,0,160,30
Colts,14,9,1,4,5,2011,8,2,118,32T
Texans,13,10,0,0,8,2011,17,1,196,42
Titans,15,12,0,5,9,2011,11,1,179,97T
Packers,13,7,1,8,6,2011,31,4,468,76
Lions,17,13,2,4,5,2011,21,5,458,100T
Broncos,11,9,0,3,5,2011,9,3,152,55T
Cowboys,13,9,0,4,6,2011,15,1,217,43T
Browns,15,11,0,4,6,2011,9,0,93,29
Bengals,18,12,2,8,8,2011,10,1,137,75T
Bears,14,11,2,3,9,2011,20,4,177,44T
Panthers,12,10,0,4,10,2011,14,0,197,53
Bills,15,11,2,2,9,2011,20,4,341,43T
Ravens,21,11,3,6,10,2011,15,1,175,73T
Falcons,13,10,1,4,5,2011,19,2,301,50T
Redskins,12,9,1,3,7,2012,21,3,257,49
Buccaneers,11,8,0,4,3,2012,18,3,419,83T
Seahawks,18,13,1,5,8,2012,18,2,255,57T
49ers,15,11,1,7,5,2012,14,2,216,63
Chargers,18,14,2,6,9,2012,14,5,336,80T
Steelers,15,10,0,5,6,2012,10,1,127,53T
Cardinals,13,11,1,4,5,2012,22,2,306,102T
Eagles,13,5,0,0,7,2012,8,0,31,14
Jets,14,12,1,3,7,2012,11,2,117,40T
Giants,16,14,1,5,8,2012,21,1,496,70
Saints,11,11,0,2,6,2012,15,4,369,99T
Patriots,30,21,3,9,19,2012,20,2,371,87T
Vikings,16,12,0,3,8,2012,10,3,224,56T
Dolphins,15,6,0,6,3,2012,10,0,99,31
Raiders,9,8,0,6,3,2012,11,0,91,24
Rams,12,4,1,2,4,2012,17,4,382,42
Chiefs,14,6,1,6,7,2012,7,0,119,32
Jaguars,12,11,0,2,4,2012,12,0,122,23
Colts,6,3,0,3,4,2012,12,4,155,51
Texans,17,14,0,4,10,2012,15,3,333,86
Titans,13,5,1,4,6,2012,19,4,358,79T
Packers,8,5,1,4,3,2012,18,1,246,72T
Lions,11,6,0,3,4,2012,11,0,135,29
Broncos,19,8,1,1,6,2012,16,5,347,98T
Cowboys,14,9,2,3,4,2012,7,1,147,47T
Browns,16,12,0,5,9,2012,17,2,230,50
Bengals,16,16,1,4,8,2012,14,2,164,44
Bears,26,20,1,10,12,2012,24,8,488,74T
Panthers,16,12,0,1,7,2012,11,3,181,74T
Bills,21,9,0,6,11,2012,12,1,178,45
Ravens,10,12,0,3,11,2012,13,2,196,63T
Falcons,15,11,1,4,8,2012,20,1,246,79T
Redskins,12,9,1,5,8,2013,16,4,247,45T
Buccaneers,15,10,0,5,6,2013,21,3,338,85T
Seahawks,17,11,1,4,7,2013,28,3,385,58T
49ers,12,11,3,2,6,2013,18,2,278,89T
Chargers,11,6,0,4,4,2013,11,1,143,41
Steelers,16,10,0,5,7,2013,10,3,203,40T
Cardinals,11,10,1,2,6,2013,20,4,251,43
Eagles,13,12,1,3,15,2013,19,1,294,76
Jets,10,2,0,2,5,2013,13,1,167,38
Giants,15,12,0,4,6,2013,17,2,270,91
Saints,13,7,0,4,3,2013,12,0,169,43
Patriots,11,12,1,5,6,2013,17,2,220,79T
Vikings,12,8,1,4,7,2013,12,0,78,30
Dolphins,10,6,0,0,5,2013,18,2,204,94T
Raiders,19,13,2,7,6,2013,9,1,83,43T
Rams,21,15,3,3,8,2013,14,2,256,98T
Chiefs,13,15,2,4,4,2013,21,5,488,100T
Jaguars,15,10,1,2,10,2013,11,1,172,59T
Colts,19,12,0,0,8,2013,15,1,186,46
Texans,10,4,0,1,7,2013,7,1,86,32
Titans,14,12,2,5,9,2013,13,1,113,34
Packers,16,11,2,3,3,2013,11,0,36,11
Lions,11,7,1,1,10,2013,15,1,211,66T
Broncos,16,9,1,4,9,2013,17,1,141,75T
Cowboys,13,13,3,4,4,2013,15,2,257,74
Browns,8,7,1,2,4,2013,14,3,274,44T
Bengals,13,11,1,5,4,2013,20,4,200,60T
Bears,19,9,1,5,11,2013,19,5,428,49
Panthers,11,10,0,3,5,2013,20,4,234,45T
Bills,12,6,1,3,7,2013,23,2,289,57
Ravens,14,7,0,6,6,2013,16,1,160,37T
Falcons,13,11,1,6,5,2013,10,2,176,71T
Redskins,14,12,0,3,12,2014,7,0,38,14
Buccaneers,16,11,0,5,8,2014,14,3,155,33T
Seahawks,18,10,0,7,10,2014,13,2,319,53
49ers,10,6,1,3,4,2014,23,2,315,73
Chargers,16,11,3,3,10,2014,7,0,65,27
Steelers,12,10,1,4,9,2014,11,4,242,52T
Cardinals,9,7,1,4,4,2014,18,3,321,88T
Eagles,24,16,2,4,10,2014,12,2,145,53T
Jets,9,7,0,3,5,2014,6,0,36,25
Giants,15,8,1,1,10,2014,17,0,236,39
Saints,11,5,0,5,5,2014,12,0,120,45
Patriots,15,9,2,5,6,2014,16,0,184,60
Vikings,9,6,1,5,3,2014,13,2,201,81T
Dolphins,13,11,1,2,7,2014,14,2,299,81T
Raiders,12,5,1,2,7,2014,9,0,76,30
Rams,17,12,0,5,13,2014,13,3,276,99T
Chiefs,13,7,0,2,4,2014,6,1,95,39T
Jaguars,19,14,2,5,4,2014,6,1,80,55T
Colts,21,14,1,7,9,2014,12,1,143,47T
Texans,17,14,1,7,8,2014,20,4,483,80T
Titans,5,4,1,2,2,2014,12,1,122,34
Packers,12,9,1,2,11,2014,18,3,396,82T
Lions,11,7,1,4,6,2014,20,1,388,70
Broncos,15,7,1,11,3,2014,18,2,213,38
Cowboys,15,13,1,9,2,2014,18,2,228,58T
Browns,15,8,1,3,6,2014,21,2,333,62T
Bengals,7,6,0,0,7,2014,20,1,161,31
Bears,18,10,0,8,5,2014,14,1,141,45T
Panthers,22,12,0,8,6,2014,14,2,350,84T
Bills,14,11,1,5,6,2014,19,0,322,45
Ravens,16,11,0,6,8,2014,11,1,135,44T
Falcons,13,12,1,5,5,2014,16,1,113,23T
Redskins,22,15,1,10,13,2015,11,1,181,44
Buccaneers,19,12,2,7,9,2015,11,1,93,26
Seahawks,18,8,3,3,9,2015,14,0,205,54
49ers,5,3,0,3,4,2015,9,1,125,45
Chargers,11,9,0,1,7,2015,11,1,152,68T
Steelers,16,13,0,6,12,2015,17,2,282,70T
Cardinals,22,14,2,4,12,2015,19,4,263,40
Eagles,18,11,1,7,3,2015,15,3,280,99T
Jets,15,12,0,0,8,2015,18,0,191,31
Giants,18,12,2,8,11,2015,15,2,206,63T
Saints,18,13,1,2,15,2015,9,0,87,24
Patriots,22,9,2,6,6,2015,12,0,176,51
Vikings,11,9,1,2,6,2015,13,2,215,91T
Dolphins,8,3,0,1,3,2015,13,3,184,42
Raiders,14,11,0,8,2,2015,14,1,73,27
Rams,20,13,2,9,9,2015,13,1,182,58T
Chiefs,13,7,2,0,7,2015,22,4,477,90T
Jaguars,14,9,2,2,4,2015,9,1,120,48
Colts,13,8,1,3,10,2015,17,4,196,69T
Texans,12,11,1,2,5,2015,14,2,180,50
Titans,11,8,1,0,3,2015,11,1,164,45
Packers,12,6,0,3,8,2015,16,2,198,45T
Lions,17,9,1,5,7,2015,9,1,103,31T
Broncos,22,13,1,10,4,2015,14,4,321,74T
Cowboys,6,3,0,3,2,2015,8,1,62,24
Browns,14,10,0,5,6,2015,11,2,210,52T
Bengals,10,7,0,3,4,2015,21,1,202,37
Bears,6,9,0,3,6,2015,8,0,103,39
Panthers,22,15,0,7,9,2015,24,4,301,46T
Bills,9,8,1,1,4,2015,17,2,253,44T
Ravens,8,8,1,3,7,2015,6,1,51,25
Falcons,12,8,2,4,7,2015,15,1,220,84
Redskins,17,7,0,2,10,2016,13,0,186,79
Buccaneers,16,12,0,7,4,2016,17,4,234,53
Seahawks,16,8,1,2,8,2016,11,0,72,31
49ers,15,10,0,3,8,2016,10,0,96,39
Chargers,14,10,2,3,6,2016,18,3,292,90T
Steelers,16,10,1,4,5,2016,13,0,133,58
Cardinals,21,14,1,2,11,2016,14,2,263,66T
Eagles,15,10,0,4,2,2016,16,3,207,64T
Jets,14,4,0,2,12,2016,8,0,141,51
Giants,15,8,2,5,5,2016,17,1,174,44T
Saints,11,12,0,7,5,2016,9,0,109,30
Patriots,16,10,0,4,11,2016,13,0,109,46
Vikings,13,13,2,2,12,2016,14,2,253,100T
Dolphins,16,9,0,6,7,2016,16,1,186,60T
Raiders,20,14,0,5,11,2016,16,1,147,40
Rams,12,8,1,5,3,2016,10,0,71,29
Chiefs,16,15,1,6,8,2016,18,4,271,55T
Jaguars,10,6,0,1,7,2016,7,1,104,35
Colts,15,9,1,6,4,2016,8,0,100,56
Texans,7,6,0,2,8,2016,11,1,132,42T
Titans,4,6,1,1,5,2016,12,0,68,33
Packers,9,8,0,3,1,2016,17,0,209,44
Lions,8,4,0,1,5,2016,10,1,96,39T
Broncos,16,13,1,5,8,2016,14,3,367,51T
Cowboys,18,11,0,6,8,2016,9,0,75,27
Browns,6,3,0,1,3,2016,10,1,146,67
Bengals,6,3,0,3,4,2016,17,0,138,47
Bears,11,3,1,3,3,2016,8,1,73,25
Panthers,18,10,2,4,5,2016,17,1,204,37
Bills,11,6,2,2,10,2016,12,1,207,49
Ravens,14,10,1,1,10,2016,18,0,178,53
Falcons,17,10,2,6,6,2016,12,3,279,90T
Redskins,12,7,0,2,8,2017,16,2,194,96T
Buccaneers,18,13,3,5,9,2017,13,1,218,47T
Seahawks,13,9,1,1,8,2017,14,3,212,78T
49ers,17,10,0,5,10,2017,10,1,185,50T
Chargers,13,9,1,3,5,2017,18,2,302,90T
Steelers,12,6,0,5,4,2017,16,0,184,41
Cardinals,17,6,1,3,7,2017,15,1,258,82T
Eagles,14,11,4,3,3,2017,19,1,278,59
Jets,9,9,0,5,9,2017,11,0,151,48
Giants,12,6,0,4,3,2017,13,2,161,53T
Saints,17,5,1,4,5,2017,20,2,192,33
Patriots,9,5,0,4,6,2017,12,0,114,39
Vikings,8,5,0,1,4,2017,14,1,200,36
Dolphins,9,6,2,1,9,2017,9,1,99,30T
Raiders,12,9,0,2,6,2017,5,0,10,8
Rams,17,10,0,3,8,2017,18,3,401,69
Chiefs,12,10,3,6,4,2017,16,0,201,62
Jaguars,17,12,5,1,8,2017,21,2,294,67
Colts,11,7,0,4,10,2017,13,1,215,44
Texans,13,5,2,2,4,2017,11,2,144,82T
Titans,11,9,1,5,9,2017,12,0,154,33
Packers,10,10,1,3,6,2017,11,1,54,21T
Lions,16,13,2,5,8,2017,19,3,253,37T
Broncos,8,7,2,3,4,2017,10,2,237,103T
Cowboys,20,10,0,3,6,2017,10,1,98,25
Browns,14,6,0,7,5,2017,7,1,97,56T
Bengals,4,2,0,1,4,2017,11,3,339,101
Bears,14,14,1,4,8,2017,8,2,253,90T
Panthers,15,11,1,4,1,2017,10,0,78,40
Bills,16,7,2,7,5,2017,18,1,275,63
Ravens,16,12,2,4,5,2017,22,3,385,63T
Falcons,12,8,2,0,8,2017,8,0,108,43
Redskins,19,11,1,9,3,2018,15,0,203,40
Buccaneers,12,8,1,4,5,2018,9,0,97,50
Seahawks,18,14,1,5,7,2018,12,1,196,98T
49ers,11,5,0,4,6,2018,2,1,55,32T
Chargers,7,7,1,3,6,2018,13,1,247,86
Steelers,13,7,1,2,5,2018,8,2,89,35
Cardinals,13,9,2,5,3,2018,7,0,55,25
Eagles,12,7,0,3,6,2018,10,0,139,29
Jets,13,7,0,3,4,2018,13,3,318,104
Giants,11,5,0,4,7,2018,16,3,191,46
Saints,19,12,0,9,4,2018,12,1,259,78
Patriots,14,10,1,5,8,2018,18,1,156,84T
Vikings,8,8,2,1,12,2018,12,1,159,52
Dolphins,11,7,0,7,3,2018,21,3,321,54
Raiders,5,3,0,1,6,2018,14,1,124,36T
Rams,13,12,1,2,4,2018,18,3,290,50T
Chiefs,23,12,1,3,6,2018,15,3,280,67
Jaguars,7,6,0,0,5,2018,11,2,117,33T
Colts,15,11,0,7,5,2018,15,0,220,47
Texans,20,14,1,6,6,2018,15,3,252,101T
Titans,12,6,0,4,2,2018,11,2,120,56T
Packers,10,8,0,3,6,2018,7,1,100,27
Lions,10,7,0,2,5,2018,7,2,148,67T
Broncos,13,10,0,3,6,2018,17,2,158,53T
Cowboys,14,11,1,5,7,2018,9,0,141,49
Browns,18,14,0,8,6,2018,17,0,100,50
Bengals,10,6,2,3,3,2018,12,3,222,58T
Bears,18,9,1,4,5,2018,27,5,330,49T
Panthers,13,9,1,2,9,2018,13,0,86,39
Bills,21,11,0,4,10,2018,16,0,133,37
Ravens,9,5,3,4,2,2018,12,0,99,33
Falcons,8,4,1,1,10,2018,15,1,151,41T
Redskins,16,9,0,3,8,2019,13,0,106,33
Buccaneers,21,16,4,5,6,2019,12,2,201,70T
Seahawks,19,16,1,7,5,2019,16,2,161,55T
49ers,23,15,2,7,9,2019,12,3,286,49
Chargers,6,3,0,1,7,2019,11,0,74,37
Steelers,22,18,2,3,14,2019,20,1,235,96T
Cardinals,19,10,0,5,3,2019,7,0,82,48
Eagles,15,9,2,3,8,2019,11,1,159,51T
Jets,10,9,2,2,8,2019,12,3,138,61T
Giants,9,6,1,3,8,2019,10,1,171,62
Saints,11,10,1,2,7,2019,13,2,140,55T
Patriots,15,11,2,6,5,2019,25,3,353,69T
Vikings,19,14,1,9,3,2019,17,1,95,21
Dolphins,9,3,0,2,8,2019,13,1,190,35T
Raiders,9,6,0,2,3,2019,9,2,214,59
Rams,15,11,2,5,8,2019,13,2,137,32T
Chiefs,13,7,2,2,6,2019,16,1,141,46T
Jaguars,13,9,1,2,6,2019,10,1,132,35
Colts,14,8,0,4,4,2019,15,1,167,80T
Texans,14,10,0,1,4,2019,12,2,302,86
Titans,11,9,2,3,5,2019,14,1,158,38T
Packers,12,7,0,4,10,2019,17,0,177,39
Lions,16,11,1,5,7,2019,7,0,76,55
Broncos,9,6,1,5,1,2019,10,0,87,24
Cowboys,14,10,1,3,7,2019,7,0,83,29
Browns,12,6,0,3,10,2019,14,1,219,61T
Bengals,9,5,0,4,5,2019,11,0,181,34
Bears,12,9,0,4,5,2019,10,1,157,59
Panthers,8,7,1,0,5,2019,14,0,141,37
Bills,16,9,0,9,6,2019,14,0,59,49
Ravens,15,12,4,6,5,2019,13,2,259,89T
Falcons,17,8,1,3,10,2019,12,1,130,27T
