Team,Att,Rush Yds,YPC,TD,20+,40+,Lng,Rush 1st,Rush 1st%,Rush FUM,Year
Eagles,384,1637,4.3,14,7,3,67T,87,22.7,7,2009
Jets,607,2756,4.5,21,19,3,71T,132,21.7,9,2009
Giants,443,1837,4.1,14,8,0,38,103,23.3,12,2009
Saints,468,2106,4.5,21,14,2,55,115,24.6,6,2009
Patriots,466,1921,4.1,19,7,2,55,114,24.5,7,2009
Vikings,467,1918,4.1,19,15,3,64T,99,21.2,8,2009
Dolphins,509,2231,4.4,22,9,3,68T,129,25.3,11,2009
Raiders,410,1701,4.1,7,11,2,60,81,19.8,8,2009
Rams,411,1784,4.3,4,11,3,58,79,19.2,7,2009
Chiefs,438,1929,4.4,8,11,5,76T,91,20.8,14,2009
Jaguars,447,2029,4.5,19,12,3,80T,114,25.5,7,2009
Colts,366,1294,3.5,16,6,1,45,69,18.9,4,2009
Texans,425,1475,3.5,13,4,0,32T,93,21.9,11,2009
Titans,499,2592,5.2,19,24,8,91T,115,23,14,2009
Packers,438,1885,4.3,20,11,2,62T,102,23.3,3,2009
Lions,409,1616,4,9,5,1,64T,82,20,7,2009
Broncos,440,1836,4.2,9,7,1,45T,95,21.6,6,2009
Cowboys,436,2103,4.8,14,14,5,66,110,25.2,6,2009
Browns,498,2087,4.2,10,8,1,71T,102,20.5,6,2009
Bengals,505,2056,4.1,9,17,2,61,109,21.6,8,2009
Bears,373,1492,4,6,7,3,72,71,19,10,2009
Panthers,525,2498,4.8,18,19,6,77,123,23.4,11,2009
Bills,424,1867,4.4,6,12,2,47,81,19.1,6,2009
Ravens,468,2200,4.7,22,16,4,77T,115,24.6,6,2009
Falcons,451,1876,4.2,15,17,2,58T,105,23.3,5,2009
Redskins,351,1461,4.2,9,12,1,54,72,20.5,6,2010
Buccaneers,431,2001,4.6,9,16,5,61,97,22.5,7,2010
Seahawks,385,1424,3.7,13,12,0,39,81,21,3,2010
49ers,401,1657,4.1,10,8,1,64,85,21.2,6,2010
Chargers,457,1810,4,18,13,0,36,94,20.6,13,2010
Steelers,471,1924,4.1,15,16,1,50T,106,22.5,9,2010
Cardinals,320,1388,4.3,9,11,2,80T,67,20.9,7,2010
Eagles,428,2324,5.4,18,19,6,62,116,27.1,7,2010
Jets,534,2374,4.4,14,11,2,53T,118,22.1,11,2010
Giants,480,2200,4.6,17,23,3,73,112,23.3,12,2010
Saints,380,1519,4,9,7,2,55T,94,24.7,7,2010
Patriots,454,1973,4.3,19,9,0,36T,119,26.2,2,2010
Vikings,441,1942,4.4,16,11,2,80T,104,23.6,7,2010
Dolphins,445,1643,3.7,8,5,2,51,91,20.4,12,2010
Raiders,504,2494,4.9,19,27,6,71T,113,22.4,9,2010
Rams,429,1578,3.7,9,9,1,42T,84,19.6,2,2010
Chiefs,556,2627,4.7,13,15,4,80,129,23.2,7,2010
Jaguars,512,2395,4.7,14,14,1,74T,148,28.9,8,2010
Colts,393,1483,3.8,13,7,3,49,87,22.1,5,2010
Texans,423,2042,4.8,20,16,3,74T,118,27.9,5,2010
Titans,406,1727,4.3,13,15,5,76T,73,18,7,2010
Packers,421,1606,3.8,11,3,1,71,88,20.9,4,2010
Lions,404,1613,4,11,9,2,45,83,20.5,6,2010
Broncos,398,1544,3.9,13,6,1,40T,81,20.4,12,2010
Cowboys,428,1786,4.2,10,11,1,60T,104,24.3,5,2010
Browns,413,1646,4,13,7,2,68,87,21.1,13,2010
Bengals,428,1522,3.6,8,3,1,42,85,19.9,11,2010
Bears,414,1616,3.9,10,11,2,68T,76,18.4,1,2010
Panthers,428,1846,4.3,7,14,4,60,78,18.2,16,2010
Bills,401,1720,4.3,6,9,0,39,82,20.4,11,2010
Ravens,487,1831,3.8,11,7,1,50,97,19.9,6,2010
Falcons,497,1891,3.8,14,12,1,55,111,22.3,4,2010
Redskins,400,1614,4,8,10,0,39,79,19.8,4,2011
Buccaneers,346,1458,4.2,9,7,1,54T,74,21.4,8,2011
Seahawks,444,1756,4,15,8,3,48T,89,20,8,2011
49ers,498,2044,4.1,14,16,4,55,101,20.3,5,2011
Chargers,436,1864,4.3,16,13,2,41,97,22.2,8,2011
Steelers,434,1903,4.4,13,9,3,76,96,22.1,5,2011
Cardinals,389,1625,4.2,12,7,2,71,83,21.3,8,2011
Eagles,450,2276,5.1,20,20,3,60,134,29.8,9,2011
Jets,443,1692,3.8,14,7,0,31,92,20.8,8,2011
Giants,411,1427,3.5,17,4,0,37,84,20.4,6,2011
Saints,431,2127,4.9,16,14,0,36,116,26.9,3,2011
Patriots,438,1764,4,18,5,0,33T,107,24.4,3,2011
Vikings,448,2318,5.2,18,19,5,67,118,26.3,7,2011
Dolphins,469,1987,4.2,11,11,1,76T,89,19,13,2011
Raiders,466,2110,4.5,16,21,4,70T,110,23.6,7,2011
Rams,409,1667,4.1,7,7,2,47T,79,19.3,6,2011
Chiefs,487,1893,3.9,5,13,0,34,89,18.3,5,2011
Jaguars,489,1970,4,9,10,3,56,103,21.1,13,2011
Colts,382,1594,4.2,8,7,2,80T,69,18.1,7,2011
Texans,546,2448,4.5,18,13,4,56,131,24,10,2011
Titans,376,1438,3.8,8,14,1,48T,71,18.9,5,2011
Packers,395,1558,3.9,12,8,2,47T,89,22.5,4,2011
Lions,356,1523,4.3,9,8,3,88T,71,19.9,6,2011
Broncos,546,2632,4.8,11,20,1,60T,129,23.6,11,2011
Cowboys,408,1807,4.4,5,11,3,91T,91,22.3,8,2011
Browns,415,1531,3.7,4,7,1,40,77,18.6,10,2011
Bengals,455,1778,3.9,10,6,1,42,93,20.4,7,2011
Bears,456,2015,4.4,10,18,4,46,97,21.3,7,2011
Panthers,445,2408,5.4,26,24,3,74T,139,31.2,3,2011
Bills,391,1921,4.9,12,17,3,80T,100,25.6,10,2011
Ravens,459,1996,4.3,15,13,5,70T,98,21.4,6,2011
Falcons,453,1834,4,14,11,4,81T,100,22.1,4,2011
Redskins,519,2709,5.2,22,16,2,76T,144,27.7,13,2012
Buccaneers,416,1837,4.4,13,12,5,70T,89,21.4,3,2012
Seahawks,536,2579,4.8,16,14,2,77T,129,24.1,7,2012
49ers,492,2491,5.1,17,17,2,50T,128,26,11,2012
Chargers,411,1461,3.6,4,4,1,52,81,19.7,5,2012
Steelers,412,1537,3.7,8,8,0,34,80,19.4,8,2012
Cardinals,352,1204,3.4,10,9,3,52,58,16.5,6,2012
Eagles,413,1874,4.5,10,14,2,65T,111,26.9,18,2012
Jets,494,1896,3.8,12,5,1,61,102,20.6,9,2012
Giants,409,1862,4.6,18,13,2,52T,103,25.2,6,2012
Saints,370,1577,4.3,10,11,3,56T,64,17.3,0,2012
Patriots,523,2184,4.2,25,11,2,47,151,28.9,6,2012
Vikings,486,2634,5.4,16,33,8,82T,113,23.3,9,2012
Dolphins,440,1802,4.1,15,13,2,65T,93,21.1,13,2012
Raiders,376,1420,3.8,4,8,3,64T,72,19.1,4,2012
Rams,410,1714,4.2,5,10,3,53,79,19.3,5,2012
Chiefs,500,2395,4.8,9,13,5,91T,118,23.6,11,2012
Jaguars,358,1369,3.8,5,6,1,59T,76,21.2,8,2012
Colts,440,1671,3.8,11,5,0,26,110,25,5,2012
Texans,508,2123,4.2,19,15,2,81T,114,22.4,5,2012
Titans,378,1687,4.5,10,13,3,94T,70,18.5,6,2012
Packers,433,1702,3.9,9,8,1,41,85,19.6,4,2012
Lions,391,1613,4.1,17,4,1,67,84,21.5,7,2012
Broncos,481,1832,3.8,12,7,0,31,112,23.3,8,2012
Cowboys,355,1265,3.6,8,6,1,48,76,21.4,6,2012
Browns,396,1593,4,12,7,0,35,71,17.9,8,2012
Bengals,430,1745,4.1,11,13,3,48,95,22.1,4,2012
Bears,470,1970,4.2,11,11,2,46T,99,21.1,4,2012
Panthers,462,2088,4.5,21,17,4,72T,123,26.6,8,2012
Bills,442,2217,5,12,15,5,62,103,23.3,7,2012
Ravens,444,1901,4.3,17,10,3,78,98,22.1,4,2012
Falcons,378,1397,3.7,12,7,2,43,70,18.5,4,2012
Redskins,453,2164,4.8,14,16,1,45T,112,24.7,11,2013
Buccaneers,420,1612,3.8,6,9,2,80T,75,17.9,6,2013
Seahawks,509,2188,4.3,14,11,1,43,116,22.8,6,2013
49ers,505,2201,4.4,18,20,3,51,115,22.8,7,2013
Chargers,486,1965,4,9,7,2,51,104,21.4,5,2013
Steelers,394,1383,3.5,9,7,1,43,81,20.6,6,2013
Cardinals,422,1540,3.6,12,10,1,80T,84,19.9,7,2013
Eagles,500,2566,5.1,19,19,5,65T,133,26.6,5,2013
Jets,493,2158,4.4,12,14,2,69,105,21.3,7,2013
Giants,381,1332,3.5,11,4,1,49T,77,20.2,12,2013
Saints,391,1473,3.8,10,7,0,38,87,22.3,1,2013
Patriots,470,2065,4.4,19,12,2,47T,110,23.4,10,2013
Vikings,423,2081,4.9,23,16,5,78T,106,25.1,9,2013
Dolphins,349,1440,4.1,8,8,4,55,61,17.5,5,2013
Raiders,437,2000,4.6,16,18,3,93T,90,20.6,7,2013
Rams,426,1752,4.1,10,11,4,65T,82,19.2,6,2013
Chiefs,442,2056,4.7,17,13,1,46,110,24.9,8,2013
Jaguars,378,1260,3.3,7,7,2,48,71,18.8,5,2013
Colts,409,1743,4.3,15,11,2,51T,88,21.5,3,2013
Texans,414,1743,4.2,7,7,1,60,90,21.7,5,2013
Titans,462,1894,4.1,16,11,0,39,103,22.3,8,2013
Packers,459,2136,4.7,17,11,5,67,119,25.9,7,2013
Lions,445,1792,4,15,8,0,39,106,23.8,19,2013
Broncos,461,1873,4.1,16,9,1,45,107,23.2,10,2013
Cowboys,336,1504,4.5,12,9,4,45,80,23.8,5,2013
Browns,348,1383,4,4,9,2,45,77,22.1,2,2013
Bengals,481,1755,3.6,14,5,0,35T,101,21,7,2013
Bears,404,1828,4.5,13,13,5,55,102,25.2,4,2013
Panthers,483,2026,4.2,14,10,2,56,122,25.3,3,2013
Bills,546,2307,4.2,15,11,5,77,113,20.7,12,2013
Ravens,423,1328,3.1,7,5,1,47,68,16.1,2,2013
Falcons,321,1247,3.9,11,6,2,50T,64,19.9,1,2013
Redskins,401,1691,4.2,15,11,0,30,88,21.9,9,2014
Buccaneers,353,1375,3.9,7,8,3,63,72,20.4,5,2014
Seahawks,525,2762,5.3,20,17,6,79T,144,27.4,9,2014
49ers,470,2176,4.6,10,14,2,90T,104,22.1,10,2014
Chargers,398,1367,3.4,6,6,1,52,75,18.8,5,2014
Steelers,423,1752,4.1,10,9,3,81,98,23.2,7,2014
Cardinals,397,1308,3.3,6,6,0,22,67,16.9,4,2014
Eagles,474,1992,4.2,16,12,2,53,109,23,10,2014
Jets,507,2280,4.5,11,10,2,71T,112,22.1,10,2014
Giants,449,1603,3.6,13,4,2,50T,83,18.5,1,2014
Saints,406,1818,4.5,16,10,2,67,101,24.9,6,2014
Patriots,438,1727,3.9,13,7,1,43,96,21.9,1,2014
Vikings,413,1804,4.4,12,11,3,67T,90,21.8,3,2014
Dolphins,399,1872,4.7,12,13,2,97T,99,24.8,8,2014
Raiders,337,1240,3.7,4,6,2,90T,56,16.6,10,2014
Rams,395,1635,4.1,11,7,1,89T,79,20,7,2014
Chiefs,420,1918,4.6,18,12,3,63T,92,21.9,9,2014
Jaguars,360,1633,4.5,9,15,2,62T,86,23.9,6,2014
Colts,415,1612,3.9,9,7,1,49T,80,19.3,10,2014
Texans,551,2161,3.9,12,11,4,51,108,19.6,6,2014
Titans,356,1447,4.1,6,7,1,52,75,21.1,5,2014
Packers,435,1917,4.4,14,11,2,44T,104,23.9,7,2014
Lions,396,1422,3.6,11,6,1,57,72,18.2,7,2014
Broncos,443,1785,4,15,13,1,47,98,22.1,6,2014
Cowboys,508,2354,4.6,16,19,5,65T,106,20.9,9,2014
Browns,477,1728,3.6,17,10,0,36,88,18.4,7,2014
Bengals,492,2147,4.4,19,14,4,89T,122,24.8,8,2014
Bears,355,1441,4.1,8,5,0,32,91,25.6,6,2014
Panthers,473,2036,4.3,10,7,1,69T,117,24.7,9,2014
Bills,402,1482,3.7,7,7,3,53,65,16.2,5,2014
Ravens,448,2019,4.5,16,24,3,52,113,25.2,6,2014
Falcons,372,1498,4,11,7,2,55,75,20.2,4,2014
Redskins,429,1566,3.7,9,10,2,48,81,18.9,11,2015
Buccaneers,455,2162,4.8,12,20,5,84,99,21.8,9,2015
Seahawks,500,2268,4.5,10,12,2,69T,128,25.6,7,2015
49ers,390,1544,4,7,6,2,47,83,21.3,8,2015
Chargers,393,1358,3.5,4,9,1,53,79,20.1,7,2015
Steelers,388,1724,4.4,16,15,3,55,91,23.5,5,2015
Cardinals,452,1917,4.2,16,12,5,63T,92,20.4,8,2015
Eagles,442,1743,3.9,15,12,2,63T,110,24.9,10,2015
Jets,448,1868,4.2,11,13,2,58,99,22.1,6,2015
Giants,403,1609,4,5,8,0,39,77,19.1,4,2015
Saints,397,1491,3.8,16,6,2,70,98,24.7,3,2015
Patriots,383,1404,3.7,14,4,0,38T,87,22.7,2,2015
Vikings,474,2211,4.7,18,14,6,80T,113,23.8,9,2015
Dolphins,344,1496,4.3,11,12,1,85T,72,20.9,4,2015
Raiders,370,1457,3.9,7,10,2,54,74,20,6,2015
Rams,429,1956,4.6,16,19,7,71T,92,21.4,12,2015
Chiefs,436,2044,4.7,19,13,2,52,116,26.6,5,2015
Jaguars,354,1473,4.2,5,8,1,45,69,19.5,9,2015
Colts,396,1438,3.6,6,7,0,37T,77,19.4,6,2015
Texans,472,1731,3.7,7,7,1,41,90,19.1,5,2015
Titans,371,1485,4,10,10,2,87T,66,17.8,9,2015
Packers,436,1850,4.2,8,9,1,65T,100,22.9,8,2015
Lions,354,1335,3.8,7,7,0,36,71,20.1,7,2015
Broncos,411,1718,4.2,13,11,2,72T,85,20.7,5,2015
Cowboys,408,1890,4.6,8,17,3,50,94,23,7,2015
Browns,380,1529,4,5,10,2,54,81,21.3,5,2015
Bengals,467,1805,3.9,18,5,0,38T,99,21.2,8,2015
Bears,468,1854,4,13,6,0,27,108,23.1,5,2015
Panthers,526,2282,4.3,19,11,3,47,136,25.9,8,2015
Bills,509,2432,4.8,19,19,4,60T,122,24,9,2015
Ravens,383,1478,3.9,8,7,1,44,89,23.2,6,2015
Falcons,420,1606,3.8,13,8,1,46,95,22.6,9,2015
Redskins,379,1696,4.5,17,10,4,66,89,23.5,7,2016
Buccaneers,453,1616,3.6,8,5,2,45,80,17.7,8,2016
Seahawks,403,1591,3.9,13,7,4,75T,85,21.1,6,2016
49ers,458,2019,4.4,15,11,2,47,116,25.3,8,2016
Chargers,398,1510,3.8,10,9,3,48,90,22.6,6,2016
Steelers,409,1760,4.3,13,5,2,60T,97,23.7,6,2016
Cardinals,399,1732,4.3,20,10,4,58T,97,24.3,11,2016
Eagles,438,1813,4.1,16,7,0,30,114,26,9,2016
Jets,418,1802,4.3,10,11,0,35T,97,23.2,6,2016
Giants,398,1412,3.5,6,7,0,25,73,18.3,2,2016
Saints,404,1742,4.3,17,8,2,75T,105,26,2,2016
Patriots,482,1872,3.9,19,8,3,44,109,22.6,8,2016
Vikings,380,1205,3.2,9,6,0,36,66,17.4,3,2016
Dolphins,405,1824,4.5,14,12,5,62T,90,22.2,11,2016
Raiders,434,1922,4.4,17,19,2,75T,98,22.6,8,2016
Rams,375,1252,3.3,9,6,0,30T,68,18.1,6,2016
Chiefs,412,1748,4.2,15,12,5,70T,86,20.9,5,2016
Jaguars,392,1631,4.2,8,7,3,57T,75,19.1,9,2016
Colts,409,1628,4,13,4,0,33,93,22.7,5,2016
Texans,456,1859,4.1,8,10,1,45,102,22.4,8,2016
Titans,476,2187,4.6,16,8,3,75T,115,24.2,10,2016
Packers,374,1701,4.5,11,13,2,61,91,24.3,5,2016
Lions,350,1310,3.7,9,6,1,42,76,21.7,2,2016
Broncos,410,1484,3.6,11,4,1,64,76,18.5,5,2016
Cowboys,499,2396,4.8,24,17,3,60T,142,28.5,9,2016
Browns,350,1712,4.9,13,12,3,85T,83,23.7,12,2016
Bengals,446,1769,4,17,6,3,74T,100,22.4,5,2016
Bears,380,1735,4.6,10,13,2,69,93,24.5,9,2016
Panthers,453,1814,4,16,10,1,47,99,21.9,6,2016
Bills,492,2630,5.3,29,27,5,75T,146,29.7,11,2016
Ravens,367,1463,4,10,8,1,41,79,21.5,4,2016
Falcons,421,1928,4.6,20,15,4,75T,108,25.7,3,2016
Redskins,401,1448,3.6,10,3,1,61T,66,16.5,10,2017
Buccaneers,389,1450,3.7,8,5,0,36,76,19.5,7,2017
Seahawks,409,1629,4,4,12,0,33,85,20.8,7,2017
49ers,408,1662,4.1,15,8,1,61,88,21.6,7,2017
Chargers,419,1595,3.8,10,10,1,87T,84,20,5,2017
Steelers,437,1667,3.8,12,6,0,29T,96,22,4,2017
Cardinals,409,1386,3.4,6,5,0,33,66,16.1,9,2017
Eagles,473,2115,4.5,9,19,3,71,108,22.8,11,2017
Jets,427,1702,4,13,14,5,75T,77,18,6,2017
Giants,394,1549,3.9,6,8,2,75T,66,16.8,5,2017
Saints,444,2070,4.7,23,17,5,74T,111,25,5,2017
Patriots,448,1889,4.2,16,10,1,44,107,23.9,4,2017
Vikings,501,1957,3.9,15,15,2,58T,100,20,4,2017
Dolphins,360,1388,3.9,4,10,4,69,66,18.3,5,2017
Raiders,370,1554,4.2,13,10,4,52T,78,21.1,8,2017
Rams,454,1953,4.3,17,12,1,57T,97,21.4,8,2017
Chiefs,405,1903,4.7,12,15,4,70,95,23.5,3,2017
Jaguars,527,2262,4.3,18,13,5,90T,101,19.2,9,2017
Colts,451,1661,3.7,11,8,0,35,94,20.8,7,2017
Texans,448,1842,4.1,8,6,2,49T,86,19.2,4,2017
Titans,443,1833,4.1,18,12,3,75T,97,21.9,4,2017
Packers,386,1724,4.5,13,11,1,46T,99,25.6,4,2017
Lions,363,1221,3.4,10,7,0,34,58,16,6,2017
Broncos,457,1852,4.1,8,8,1,40,92,20.1,5,2017
Cowboys,480,2170,4.5,18,12,2,70,127,26.5,1,2017
Browns,384,1714,4.5,11,7,1,59,97,25.3,5,2017
Bengals,377,1366,3.6,6,8,0,25,72,19.1,4,2017
Bears,422,1788,4.2,13,10,5,53,93,22,10,2017
Panthers,490,2102,4.3,15,10,5,69,121,24.7,10,2017
Bills,487,2017,4.1,12,17,1,48T,105,21.6,8,2017
Ravens,460,1856,4,14,8,1,50,111,24.1,5,2017
Falcons,430,1847,4.3,12,11,2,52,101,23.5,9,2017
Redskins,414,1774,4.3,12,7,3,90T,96,23.2,6,2018
Buccaneers,389,1523,3.9,11,5,0,28,80,20.6,5,2018
Seahawks,534,2560,4.8,15,17,2,61,133,24.9,6,2018
49ers,423,1902,4.5,7,15,3,66T,98,23.2,13,2018
Chargers,399,1873,4.7,16,16,1,41,100,25.1,2,2018
Steelers,345,1445,4.2,16,10,0,30,88,25.5,4,2018
Cardinals,355,1342,3.8,9,6,1,53,76,21.4,6,2018
Eagles,398,1570,3.9,12,7,0,32,94,23.6,5,2018
Jets,410,1622,4,11,11,3,77T,84,20.5,9,2018
Giants,354,1650,4.7,13,17,7,78T,71,20.1,0,2018
Saints,471,2025,4.3,26,9,1,49T,134,28.5,7,2018
Patriots,478,2037,4.3,18,12,0,34T,131,27.4,2,2018
Vikings,357,1493,4.2,9,13,1,70,66,18.5,6,2018
Dolphins,371,1738,4.7,7,12,3,75T,75,20.2,7,2018
Raiders,387,1628,4.2,9,8,2,52,86,22.2,8,2018
Rams,459,2231,4.9,23,14,2,56,134,29.2,2,2018
Chiefs,387,1855,4.8,16,19,1,45,108,27.9,4,2018
Jaguars,416,1723,4.1,7,9,2,43,92,22.1,5,2018
Colts,408,1718,4.2,13,9,2,53,96,23.5,5,2018
Texans,472,2021,4.3,12,8,2,97T,94,19.9,4,2018
Titans,454,2023,4.5,15,10,2,99T,106,23.3,4,2018
Packers,333,1667,5,14,10,1,67,98,29.4,4,2018
Lions,404,1660,4.1,11,10,1,71,91,22.5,3,2018
Broncos,393,1907,4.9,18,12,3,65T,107,27.2,4,2018
Cowboys,439,1963,4.5,13,12,1,41,113,25.7,10,2018
Browns,411,1893,4.6,15,18,5,92T,93,22.6,6,2018
Bengals,359,1682,4.7,13,16,3,51,92,25.6,2,2018
Bears,468,1938,4.1,16,17,1,42,108,23.1,9,2018
Panthers,416,2136,5.1,17,15,3,59,117,28.1,7,2018
Bills,468,1984,4.2,15,15,1,45,108,23.1,7,2018
Ravens,547,2441,4.5,19,14,1,43,153,28,16,2018
Falcons,351,1573,4.5,11,14,3,65,84,23.9,4,2018
Redskins,356,1583,4.4,9,11,2,65T,74,20.8,7,2019
Buccaneers,409,1521,3.7,15,10,1,49,81,19.8,6,2019
Seahawks,481,2200,4.6,15,14,2,59,121,25.2,11,2019
49ers,498,2305,4.6,23,16,4,83T,110,22.1,8,2019
Chargers,366,1453,4,12,9,1,40,90,24.6,7,2019
Steelers,395,1447,3.7,7,9,1,45,75,19,7,2019
Cardinals,396,1990,5,18,16,1,80T,109,27.5,3,2019
Eagles,454,1939,4.3,16,7,2,65T,104,22.9,9,2019
Jets,383,1257,3.3,6,2,0,24,61,15.9,5,2019
Giants,362,1685,4.7,11,13,3,68T,89,24.6,9,2019
Saints,405,1738,4.3,12,11,1,40T,97,24,3,2019
Patriots,447,1703,3.8,17,6,0,33T,110,24.6,3,2019
Vikings,476,2133,4.5,19,15,4,75T,106,22.3,10,2019
Dolphins,349,1156,3.3,10,3,0,28,64,18.3,7,2019
Raiders,437,1893,4.3,13,11,3,60T,104,23.8,9,2019
Rams,401,1499,3.7,20,8,0,27,92,22.9,6,2019
Chiefs,375,1569,4.2,16,10,3,91T,93,24.8,5,2019
Jaguars,389,1708,4.4,3,10,4,81,85,21.9,3,2019
Colts,471,2130,4.5,17,14,3,63T,131,27.8,3,2019
Texans,434,2009,4.6,17,13,4,58,112,25.8,11,2019
Titans,445,2223,5,21,14,5,74T,104,23.4,8,2019
Packers,411,1795,4.4,18,7,3,56T,90,21.9,3,2019
Lions,407,1649,4.1,7,7,2,44,82,20.1,5,2019
Broncos,409,1662,4.1,11,8,1,40,77,18.8,2,2019
Cowboys,449,2153,4.8,18,11,2,44T,120,26.7,7,2019
Browns,393,1901,4.8,15,11,4,88T,90,22.9,5,2019
Bengals,385,1517,3.9,9,8,1,41,85,22.1,3,2019
Bears,395,1458,3.7,8,5,2,55,85,21.5,5,2019
Panthers,386,1819,4.7,20,7,5,84T,82,21.2,7,2019
Bills,465,2054,4.4,13,13,1,41,120,25.8,13,2019
Ravens,596,3296,5.5,21,23,5,63T,188,31.5,12,2019
Falcons,362,1361,3.8,10,6,0,28,84,23.2,4,2019
